کدمحصول,عنوان,لایه درخت,نوع
2422412411,رنگ های روغنی,5,برگ
2422412412,گواش,5,برگ
2422412413,رنگ های ویترای,5,برگ
2422412415,آبرنگ,5,شاخه
2422512416,آبرنگ خشک,6,برگ
2422512417,آبرنگ مرطوب,6,برگ
2422512418,آبرنگ مایع,6,برگ
2422412419,پاستل,5,شاخه
2422512420,پاستل گچی,6,برگ
2422512421,پاستل روغنی,6,برگ
2422412479,رنگ گریم صورت,5,برگ
2422412480,رنگ انگشتی,5,برگ
2422312422,انواع لعاب,4,شاخه
2422412423,لعاب چوب,5,برگ
2422412424,انواع لعاب ظروف فلزی,5,برگ
2422412425,انواع لعاب کاشی و سرامیک,5,شاخه
2422512426,لعاب کاشی و سرامیک ترانس,6,برگ
2422512427,لعاب کاشی و سرامیک اوپک,6,برگ
2422512428,لعاب کاشی و سرامیک مات,6,برگ
2422512565,پودر لعاب آماده کاشی و سرامیک,6,برگ
2422412429,انواع لعاب ظروف چینی و شیشه ای,5,شاخه
2422512430,لعاب ظروف چینی اوپک,6,برگ
2422412431,انواع لعاب فلزات به جز ظروف,5,شاخه
2422512432,لعاب آستری فلزات به جز ظروف,6,برگ
2422512433,لعاب رویه (ترانس) فلزات به جز ظروف,6,برگ
2422512434,لعاب رویه (اوپک) فلزات به جز ظروف,6,برگ
2422412548,انواع لعاب شیشه به جز ظروف,5,برگ
2422312435,انواع تینر (غیر ساختمانی),4,شاخه
2422412436,تینرهای نیترو سلولزی (تینر فوری),5,برگ
2422412437,تینر رنگ های کوره ای,5,برگ
2422412438,تینر رنگ های هواخشک,5,برگ
2422412439,تینر شستشو,5,برگ
2422412534,تینر پلی اورتان,5,برگ
2422412560,تینر پلی استر,5,برگ
2422312440,انواع بتونه (غیر ساختمانی),4,شاخه
2422412441,بتونه چوب,5,شاخه
2422512442,بتونه روغنی نیترو سلولزی چوب,6,برگ
2422512443,بتونه نیترو سلولزی چوب,6,برگ
2422412444,بتونه خودرو,5,شاخه
2422512445,بتونه فوری خودرو,6,برگ
2422512446,بتونه سنگی خودرو,6,برگ
2422412478,بتونه شیشه,5,برگ
2422312447,انواع لاک و وارنیش، جلا و عایق (غیر ساختمانی),4,شاخه
2422412448,سیلر نیترو سلولزی,5,برگ
2422412449,کیلر اپوکسی,5,برگ
2422412450,کیلر نیترو سلولزی,5,برگ
2422412451,انواع جلا,5,شاخه
2422512452,جلا پلی استر,6,برگ
2422512453,جلا نیم پلی استر,6,برگ
2422412454,انواع وارنیش,5,شاخه
2422512455,وارنیش آلکیدی هواخشک,6,برگ
2422512456,وارنیش اشعه ماورا بنفش,6,برگ
2422412457,انواع لاک,5,شاخه
2422512458,لاک الکل,6,برگ
2422512459,لاک عایق الکتریکی پایه پلی استر,6,برگ
2422512460,لاک چاپ و مرکب,6,برگ
2422512461,انواع لاک مخصوص دستگاه های الکترونیکی و رایانه,6,برگ
2422512481,لاک پلی اورتان,6,برگ
2422512513,لاک نیترو سلولزی,6,برگ
2422512521,لاک عایق الکتریکی پایه پلی آمید,6,برگ
2422512525,لاک حساس به نور (لاک شابلن),6,برگ
2422512541,لاک سخت شونده با اشعه ماوراءبنفش پایه آکریلاتی,6,برگ
2422512542,لاک پایه سیلیکونی با قابلیت پلیمریزاسیون پلاسمایی,6,برگ
2422312462,انواع ترکیبات درزگیر,4,شاخه
2422412463,درزگیر سیلیکونی,5,برگ
2422412464,درزگیر اکریلیکی,5,برگ
2422412465,درزگیر پی وی سی,5,برگ
2422412508,خمیر درزگیر پلی اورتان,5,برگ
2422412529,ماستیک بر پایه روغن کرچک و استایرن بوتادین رابر,5,برگ
2422412530,خمیر درزگیر بر پایه الاستومرها,5,شاخه
2422512531,خمیر درزگیر بر پایه استایرن بوتادین رابر,6,برگ
2422512532,خمیر درزگیر بر پایه بوتیل رابر,6,برگ
2422412537,درزگیر پلی سولفاید,5,برگ
2422412546,انواع ماستیک بر پایه رزین,5,برگ
2422312466,انواع آستری (غیر ساختمانی),4,شاخه
2422412467,آستری اپوکسی,5,برگ
2422412468,آستری اتیلن سیلیکات,5,برگ
2422412469,آستری روغنی چوب,5,برگ
2422412470,آستری کوره ای,5,برگ
2422412471,آستری نیترو سلولزی چوب,5,برگ
2422412472,آستری هواخشک,5,برگ
2422412473,آستری مخصوص خودرو,5,شاخه
2422512474,آستری خودرویی پایه آبی,6,برگ
2422512475,آستری خودرویی پایه حلالی,6,برگ
2422512476,آستری خودرویی تعمیراتی,6,برگ
2422512477,آستری خودرویی باالکتروفروز,6,برگ
2422312486,انواع مواد افزودنی رنگ,4,شاخه
2422412487,انواع مواد خشک کن افزودنی رنگ مایع,5,شاخه
2422512488,سرب خشک کن افزودنی رنگ مایع,6,برگ
2422512489,کلسیم خشک کن افزودنی رنگ مایع,6,برگ
2422512490,کبالت خشک کن افزودنی رنگ مایع,6,برگ
2422512533,زیرکونیوم خشک کن افزودنی رنگ مایع,6,برگ
2422512566,قلع خشک کن افزودنی رنگ مایع,6,برگ
2422412538,روان ساز رنگ پودری,5,برگ
2422412539,پخش کننده و مرطوب کننده افزودنی رنگ مایع,5,برگ
2422412549,گاز زدا و براق کننده سطح رنگ پودری,5,برگ
2422512567,مواد افزودنی رنگ پودری,5,برگ
2422512568,مواد افزودنی رنگ مایع,5,برگ
2422312494,انواع جوهر چاپ و حلال آنها,4,شاخه
2422412495,انواع جوهر فرابنفش چاپ,5,شاخه
2422512497,جوهر فلورسنت,6,برگ
2422412496,انواع جوهر غیر فرابنفش چاپ,5,شاخه
2422512498,جوهر مشکی پایه آبی چاپگر,6,برگ
2422512499,جوهر مشکی پایه آلی چاپگر,6,برگ
2422512510,جوهر استامپ,6,برگ
2422512514,انواع جوهر چاپ دیجیتال (حاوی مواد آلی),6,برگ
2422412500,انواع حلال مرکب چاپ,5,شاخه
2422512501,حلال پایه آبی جوهر چاپگر,6,برگ
2422512502,حلال پایه آلی جوهر چاپگر,6,برگ
2422512511,حلال مرکب چاپ,6,برگ
2422312506,انواع نانو پوشش ها,4,شاخه
2422412507,نانو پوشش آنتی باکتریال پایه پلیمری,5,برگ
2422412550,نانو پوشش بر پایه اکسید تیتانیوم,5,برگ
2422412551,نانو پوشش بر پایه زیرکونیوم,5,برگ
2422412554,نانو پوشش بر پایه سیلیسیوم و رزین سیلیکونی,5,برگ
2422412555,نانو پوشش بر پایه سیلیکون کاربید,5,برگ
2422412556,نانو پوشش بر پایه اکسید روی و نیترات نقره,5,برگ
2422412561,نانو پوشش عایق حرارتی بر پایه آیروژل,5,برگ
2423,ساخت محصولات دارویی، مواد شیمیایی مورد استفاده در داروسازی و محصولات گیاهی دارویی,3,شاخه
2423312301,انواع داروهای ضد انگل,4,شاخه
2423412302,انواع پماد، کرم، ژل و لوسیون ضدانگل,5,شاخه
2423512303,کروتامیتون (پماد، کرم، ژل),6,برگ
2423515202,گامابنزن (لوسیون),6,برگ
2423412304,انواع سوسپانسیون ضد انگل,5,شاخه
2423512305,پیروینیوم (سوسپانسیون),6,برگ
2423412306,انواع شربت ضد انگل,5,شاخه
2423512307,پی پرازین (شربت),6,برگ
2423412308,انواع قرص ضد انگل,5,شاخه
2423512309,مبندازول (قرص),6,برگ
2423512310,پی پرازین (قرص),6,برگ
2423512311,لوامیزول (قرص),6,برگ
2423616754,تینیدازول (قرص),6,برگ
2423616757,نیکلوزاماید (قرص),6,برگ
2423616788,کلروکین (قرص),6,برگ
2423414308,انواع کپسول ضد انگل,5,شاخه
2423514309,تینیدازول (کپسول),6,برگ
2423616658,انواع آمپول ضد انگل,5,شاخه
2423616659,مگلومین آنتی مونات (آمپول),6,برگ
2423312312,انواع داروهای آنتی بیوتیک,4,شاخه
2423412313,انواع ویال آنتی بیوتیک,5,شاخه
2423512314,سفازولین (سفالسپورین ها-ویال),6,برگ
2423512315,سفتازیدیم (سفالسپورین ها -ویال),6,برگ
2423512316,سفتریاکسون (سفالسپورین ها-ویال),6,برگ
2423512317,استرپتوسین (ویال),6,برگ
2423512318,مروپنم (ویال),6,برگ
2423512319,ایمیپنم+ سیلاستاتین (ویال),6,برگ
2423512320,سفوتاکسیم (ویال),6,برگ
2423512321,ونکومایسین (ویال),6,برگ
2423512322,سفتی زوکسیم (ویال),6,برگ
2423512323,آمپی سیلین (ویال),6,برگ
2423512324,کلوگزاسیلین (ویال),6,برگ
2423512325,پنی سیلین (ویال),6,برگ
2423512326,آمپی سیلین +سولباکتام (ویال),6,برگ
2423512327,پیپراکتام (ویال),6,برگ
2423512328,کلرام فنیکل (ویال),6,برگ
2423512329,سفپیم (ویال),6,برگ
2423512330,سفوروکسیم (ویال),6,برگ
2423512483,اریترومایسین  (ویال),6,برگ
2423512485,سیپروفلوکسین (ویال),6,برگ
2423512486,آزیترومایسین (ویال),6,برگ
2423512487,آمپی سیلین (پنی سیلین ها) (ویال),6,برگ
2423512496,کلرامفنیکل (آمپول),6,برگ
2423512498,کلوکساسیلین (آمپول),6,برگ
2423515171,مترونیدازول (ویال),6,برگ
2423515351,لووفلوکساسین (ویال),6,برگ
2423515701,تیکوپلانین (ویال),6,برگ
2423515885,کلیستیمتات سدیم (ویال),6,برگ
2423516320,آمیکاسین (ویال),6,برگ
2423412331,انواع پماد، کرم، ژل و لوسیون آنتی بیوتیک,5,شاخه
2423512332,تتراسایکلین (کرم.پماد.ژل),6,برگ
2423512333,جنتامایسین (کرم.پماد.ژل),6,برگ
2423512334,اریترومایسین (کرم.پماد.ژل),6,برگ
2423512337,کلیندامایسین (کرم.پماد.ژل),6,برگ
2423512339,مترونیدازول (کرم.پماد.ژل),6,برگ
2423512341,مفناید (پماد، کرم، ژل),6,برگ
2423512342,تریپل سولفا (پماد، کرم، ژل),6,برگ
2423512885,نیتروفورازون (کرم.پماد.ژل),6,برگ
2423512886,موپیروسین (کرم.پماد.ژل),6,برگ
2423412346,انواع سوسپانسیون آنتی بیوتیک,5,شاخه
2423512347,سفالکسین (سفالسپورین ها-سوسپانسون),6,برگ
2423512348,اریترومایسین (سوسپانسون),6,برگ
2423512349,کو آموکسی کلاو (پنی سیلین ها-سوسپانسون),6,برگ
2423512350,آموکسی سیلین (پنی سیلین ها-سوسپانسون),6,برگ
2423512351,سفکسیم (سفالسپورین ها-سوسپانسون),6,برگ
2423512352,آزیترومایسین (سوسپانسیون),6,برگ
2423512353,آمپی سیلین (سوسپانسیون),6,برگ
2423512354,وی بنزاتین (پنی سیلین)(سوسپانسیون),6,برگ
2423512355,کلاریترومایسین (سوسپانسیون),6,برگ
2423512356,بنزوئیت مترونیدازول (سوسپانسیون),6,برگ
2423512357,کلرامفنیکل (سوسپانسیون),6,برگ
2423512358,کلاویسیلین (سوسپانسیون),6,برگ
2423412360,انواع قطره آنتی بیوتیک,5,شاخه
2423512361,سولفاستامید (قطره),6,برگ
2423512362,کلرامفنیکل (قطره),6,برگ
2423512364,سیپروفلوکساسین (قطره),6,برگ
2423512365,جنتامایسین (قطره),6,برگ
2423512368,ریفامپین ( قطره),6,برگ
2423412370,انواع محلول آنتی بیوتیک,5,شاخه
2423512371,کلیندامایسین (محلول),6,برگ
2423512373,گلوتارال (محلول),6,برگ
2423512374,اریترومایسین (محلول),6,برگ
2423412375,انواع شربت آنتی بیوتیک,5,شاخه
2423512376,آموکسی سیلین (سفالوسپورین ها- شربت),6,برگ
2423512377,اریترومایسین (شربت),6,برگ
2423512379,سیپروفلوکسین (شربت),6,برگ
